"District Number",District,"Campus Number",Campus,"ESC Region",Region,County,"School Type","Grades Served","Alternate Education","Number of Students","% Economically Disadvantaged","% LEP Students","Overall Rating *","Overall Score","Student Achievement Rating *","Student Achievement Score","School Progress Rating *","School Progress Score","Academic Growth Rating *","Academic Growth Score","Relative Performance Rating *","Relative Performance Score","Closing the Gaps Rating *","Closing the Gaps Score","Support Label","Public Education Grant","Distinction Reading","Distinction Mathematics","Distinction Science","Distinction Soc Studies","Distinction Progress","Distinction Closing the Gap","Distinction Post-Sec Readiness","US Congress District","TX House District","TX Senate District"
101902,ALDINE ISD,101902118,SAMMONS EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,524,85.5%,54.2%,B,80,C,75,B,83,D,69,B,83,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,140,015
101902,ALDINE ISD,101902119,STEPHENS EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,669,88.6%,48.4%,A,91,C,77,A,91,A,91,B,86,A,92,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,029,140,006
101902,ALDINE ISD,101902121,ERMEL EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,512,91.0%,56.1%,B,83,C,77,B,85,C,79,B,85,C,79,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,002,139,015
101902,ALDINE ISD,101902122,CARMICHAEL EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,511,84.7%,46.8%,B,86,C,76,A,90,A,90,B,84,C,78,Additional Targeted Support 2018 and 2019,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,018,139,015
101902,ALDINE ISD,101902123,CONLEY EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,532,89.1%,36.5%,B,80,C,74,B,83,C,72,B,83,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,139,015
101902,ALDINE ISD,101902124,DUNN EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,501,82.2%,35.7%,B,80,C,72,B,80,C,72,B,80,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,141,015
101902,ALDINE ISD,101902125,GRAY EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,601,90.5%,44.6%,B,81,C,72,B,82,B,82,B,80,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,140,006
101902,ALDINE ISD,101902126,BLACK EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,531,94.2%,71.6%,C,76,C,70,C,78,C,74,C,78,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,140,006
101902,ALDINE ISD,101902128,CALVERT EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,391,94.1%,42.2%,B,80,C,72,B,81,C,74,B,81,C,76,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,141,015
101902,ALDINE ISD,101902129,HARRIS EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,596,95.5%,50.0%,C,75,D,67,C,75,C,75,C,75,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,139,015
101902,ALDINE ISD,101902130,KUJAWA EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,681,89.0%,43.0%,C,76,C,70,C,77,C,74,C,77,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,139,015
101902,ALDINE ISD,101902131,BUSSEY EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,583,91.6%,69.3%,C,77,C,71,C,79,C,70,C,79,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,140,006
101902,ALDINE ISD,101902132,SPENCE EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,656,92.7%,47.6%,C,72,D,65,C,72,D,62,C,72,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,141,006
101902,ALDINE ISD,101902134,JONES EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,813,77.2%,27.6%,C,75,C,71,C,75,C,75,C,75,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,127,015
101902,ALDINE ISD,101902135,GREENSPOINT EL,04,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,686,91.4%,49.3%,C,78,D,65,C,79,C,79,C,72,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,141,006
101902,ALDINE ISD,101902136,CYPRESSWOOD EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,937,80.1%,25.8%,C,70,D,67,C,72,F,57,C,72,D,66,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,127,007
101902,ALDINE ISD,101902137,ECKERT EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,663,91.4%,45.6%,F,55,F,58,D,62,F,55,D,62,F,39,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,141,006
101902,ALDINE ISD,101902138,ESCAMILLA EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,842,93.6%,55.2%,C,72,D,69,C,75,C,70,C,75,D,64,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,141,006
101902,ALDINE ISD,101902139,STEHLIK EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,692,92.9%,50.9%,C,76,C,70,C,77,C,70,C,77,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,140,006
101902,ALDINE ISD,101902140,PARKER EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,625,86.7%,44.5%,C,79,C,72,B,80,B,80,C,79,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,141,015
101902,ALDINE ISD,101902141,CARAWAY EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,548,89.6%,35.9%,D,67,D,60,D,66,D,65,D,66,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,139,015
101902,ALDINE ISD,101902142,WILSON EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,440,90.5%,53.6%,C,78,D,69,C,79,C,79,C,75,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,140,015
101902,ALDINE ISD,101902143,REED ACADEMY,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,837,88.9%,51.4%,C,79,C,72,B,80,C,72,B,80,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,140,006
101902,ALDINE ISD,101902144,HILL EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,641,90.0%,47.1%,D,66,D,60,D,66,D,60,D,66,D,65,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,,,
101902,ALDINE ISD,101902145,MARCELLA EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,638,92.0%,63.6%,C,78,C,71,C,79,C,75,C,79,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,141,006
101902,ALDINE ISD,101902146,OGDEN EL,04,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,665,86.8%,19.7%,F,56,F,57,F,59,F,56,F,59,F,50,Additional Targeted Support,Yes,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,127,007
101902,ALDINE ISD,101902151,KEEBLE EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,783,94.8%,56.6%,B,88,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,029,140,006
101902,ALDINE ISD,101902153,HINOJOSA EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,766,92.4%,70.5%,A,91,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,029,140,006
101902,ALDINE ISD,101902154,VINES EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,624,96.8%,57.5%,B,83,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,139,015
101902,ALDINE ISD,101902155,DE SANTIAGO EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,722,96.4%,57.5%,C,78,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,029,141,006
101902,ALDINE ISD,101902161,GRIGGS EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,864,95.7%,44.7%,C,78,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,141,006
101902,ALDINE ISD,101902162,MAGRILL EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,729,90.5%,39.9%,C,70,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,127,007
101902,ALDINE ISD,101902163,GARCIA-LEZA EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,850,94.6%,54.7%,C,77,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,141,006
101902,ALDINE ISD,101902164,KUJAWA EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,802,94.1%,51.6%,C,76,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,139,015
101902,ALDINE ISD,101902165,JONES EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,888,88.0%,31.3%,C,75,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,127,015
101902,ALDINE ISD,101902166,VARDEMAN EC/PK/K,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,743,92.3%,55.0%,C,79,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,029,140,006
101902,ALDINE ISD,101902167,STOVALL EC/PK/K SCHOOL,04,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,561,94.8%,46.7%,B,80,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,018,139,015
101903,ALIEF ISD,,,04,REGION 04: HOUSTON,HARRIS,District,,No,"45,423",84.4%,43.7%,B,85,C,78,B,88,C,79,B,88,C,78,,,,,,,,,Not Earned,,,
101903,ALIEF ISD,101903001,HASTINGS H S,04,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,"3,998",77.2%,23.8%,C,78,C,77,B,80,C,75,B,80,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,009,149,013
101903,ALIEF ISD,101903002,ELSIK H S,04,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,"4,266",78.6%,23.8%,C,79,C,76,B,81,C,76,B,81,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,009,149,013
101903,ALIEF ISD,101903003,TAYLOR H S,04,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,"3,112",73.9%,21.1%,C,78,C,73,B,80,D,62,B,80,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,009,149,017
101903,ALIEF ISD,101903005,ALIEF LEARNING CTR (6-12),04,REGION 04: HOUSTON,HARRIS,High School,07 - 12,No,120,88.3%,28.3%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,009,149,013
